desgs,epoch,M,omega,Omega,inc,ecc,a,H,q,Q,min_dist_bound_AU,V_bright_bound
19894,2023-02-25,255.48401,324.25158,236.32652,11.90334,0.1184823,2.6797308,14.03,2.36223013143516,2.99723146856484,1.3454758314351598,16.540990529311706
19895,2023-02-25,52.72894,88.43969,337.90245,12.29013,0.1672923,2.6797355,13.88,2.23143638481335,3.12803461518665,1.21468208481335,16.045235681984057
19897,2023-02-25,325.218,158.21763,244.1341,8.22812,0.1393844,2.7497631,14.11,2.36648902016436,3.13303717983564,1.34973472016436,16.63176456746808
19898,2023-02-25,309.66083,250.49114,283.04368,7.52924,0.1740188,3.1073007,13.04,2.56657196094684,3.6480294390531602,1.54981766094684,16.03817025501428
19906,2023-02-25,32.70721,8.28021,34.73957,19.15628,0.1696502,3.1481522,13.61,2.6140675496395605,3.68223685036044,1.5973132496395603,16.713534500207793
19909,2023-02-25,30.39343,310.20222,70.40263,5.72042,0.157306,2.4151236,15.14,2.0352101669784,2.7950370330215994,1.0184558669784,16.722757389273415
19910,2023-02-25,198.34171,212.97015,67.14227,10.76735,0.0569093,3.1014671,12.52,2.9249647783659696,3.27796942163403,1.9082104783659695,16.253734585552788
19911,2023-02-25,329.35961,144.54528,44.03845,14.7933,0.2937112,3.0462279,12.51,2.15151664801752,3.9409391519824797,1.13476234801752,14.448248140862551
19912,2023-02-25,148.02416,22.88356,319.44346,7.22494,0.2530536,2.3787226,14.03,1.77677828266864,2.98066691733136,0.7600239826686399,14.682302669854197
19914,2023-02-25,350.16063,43.86201,46.73928,3.0147,0.1552563,2.4199824,14.68,2.04426488651088,2.79569991348912,1.0275105865108798,16.291617370707673
19915,2023-02-25,130.75082,139.43586,235.24714,2.12398,0.2432019,2.355664,14.79,1.7827620394384,2.9285659605616003,0.7660077394384,15.46663267811564
19916,2023-02-25,5.89349,132.94801,174.87907,6.79004,0.1826907,2.2318418,14.68,1.8241050592687402,2.6395785407312604,0.8073507592687401,15.520560529652391
19918,2023-02-25,265.6347,112.23885,132.16004,13.54917,0.1339147,2.6475325,13.02,2.29298897952225,3.0020760204777504,1.2762346795222497,15.351662545554767
19919,2023-02-25,158.95114,297.23054,53.22994,13.03121,0.191419,2.6726465,13.43,2.1610511796165,3.1842418203835,1.1442968796164998,15.39601882976319
19920,2023-02-25,336.23996,193.79486,111.4761,14.39203,0.1669878,2.5506425,14.23,2.1247163203385,2.9765686796615,1.1079620203384999,16.089129136689497
19921,2023-02-25,63.85636,83.22042,62.6742,12.24365,0.1020976,3.0351755,13.22,2.7252913658712,3.3450596341287997,1.7085370658711998,16.560186726761323
19924,2023-02-25,73.3581,306.36351,272.55988,4.5069,0.1061941,2.2386678,15.36,2.00093448778002,2.47640111221998,0.9841801877800198,16.831537439281114
19926,2023-02-25,169.15937,319.15156,83.97087,9.05685,0.2406608,2.5849385,13.44,1.9628451326391998,3.2070318673608003,0.9460908326391997,14.784094348369775
19928,2023-02-25,159.90451,131.34617,231.39765,8.11133,0.2036921,2.6111243,14.48,2.07925890797197,3.1429896920280305,1.0625046079719698,16.201196964912736
19929,2023-02-25,242.5903,88.6665,283.41697,5.71468,0.1227489,2.2773834,15.25,1.9978370927717404,2.55692970722826,0.9810827927717403,16.711328654311277
19932,2023-02-25,308.62182,26.78474,261.05243,9.01802,0.071701,2.984964,12.65,2.7709390962360003,3.198988903764,1.7541847962360002,16.083511614619457
19933,2023-02-25,210.64111,190.59861,223.68034,12.6153,0.1510752,2.551838,14.13,2.1663185637824003,2.9373574362176,1.1495642637824002,16.111277879257404
19935,2023-02-25,16.45495,9.45375,220.29683,7.29385,0.1427715,2.5749527,14.89,2.20732284059195,2.94258255940805,1.1905685405919497,16.98810129935298
19936,2023-02-25,255.706,134.04208,278.00102,4.52525,0.1214334,2.2545209,15.14,1.98074676174194,2.52829503825806,0.96399246174194,16.544512961960297
19939,2023-02-25,110.04827,241.73188,342.94898,12.68051,0.1564961,2.5350031,14.72,2.1382850013620898,2.93172119863791,1.1215307013620897,16.61938378181857
19940,2023-02-25,238.65372,267.91371,358.16646,11.29524,0.1656531,2.6247503,14.8,2.18995227607907,3.0595483239209305,1.17319797607907,16.84902977898266
19945,2023-02-25,108.36857,269.70003,178.10799,9.55859,0.2317143,2.9905134,14.16,2.29756868087838,3.68345811912162,1.2808143808783798,16.503773488568743
19948,2023-02-25,273.15239,130.4462,192.6099,7.10265,0.2157062,2.2891238,15.14,1.7953456037724402,2.7829019962275603,0.7785913037724401,15.867288056415731
19952,2023-02-25,288.29409,189.87786,222.67967,7.43301,0.2884327,2.7528113,14.15,1.95881050415049,3.5468120958495097,0.9420562041504899,15.480346191671696
19953,2023-02-25,291.95101,210.14886,54.79524,14.27937,0.1427384,2.6335074,13.08,2.25760476733584,3.00941003266416,1.2408504673358398,15.316836810522675
19954,2023-02-25,1.343,198.09796,67.2129,6.53004,0.1356728,2.2905304,14.24,1.97976772714688,2.6012930728531205,0.96301342714688,15.641232914312008
19955,2023-02-25,120.57126,221.03242,127.69301,12.12828,0.1431087,3.0680085,13.33,2.62894979197605,3.50706720802395,1.61219549197605,16.465999972083697
19956,2023-02-25,126.86685,176.77677,224.97976,7.23722,0.1064374,2.3330328,15.18,2.08471085465328,2.5813547453467196,1.0679565546532799,16.917997066412127
19957,2023-02-25,219.6073,297.35176,337.04406,9.82855,0.2264367,2.3336573,14.64,1.80523164205709,2.8620829579429103,0.7884773420570899,15.406610775170076
19958,2023-02-25,79.53143,288.79088,53.20392,2.39495,0.3109569,2.3796353,16.18,1.63967128398143,3.1195993160185695,0.6229169839814299,16.225934814969335
19959,2023-02-25,246.20971,222.40452,107.88332,1.26978,0.2404589,2.3183982,14.64,1.7609187190660198,2.8758776809339794,0.7441644190660197,15.22704105648786
19960,2023-02-25,255.46649,255.61945,318.90713,10.3922,0.1923961,2.4180656,14.13,1.95283920901584,2.88329199098416,0.9360849090158398,15.43990865056249
19961,2023-02-25,299.40477,330.09615,40.82647,3.13971,0.2107176,2.2389518,15.14,1.7671652501883202,2.71073834981168,0.75041095018832,15.752881628332782
19962,2023-02-25,193.80873,131.01249,242.97179,4.53548,0.1789771,2.2838699,15.35,1.87510948852071,2.69263031147929,0.8583551885207099,16.38346834069449
19963,2023-02-25,140.55597,89.60899,251.17881,9.75264,0.3087809,2.6687264,14.04,1.84467466035424,3.49277813964576,0.82792036035424,14.959541725104454
19964,2023-02-25,255.57846,262.45644,240.94635,6.6252,0.1666055,2.7991271,13.84,2.33277712994095,3.2654770700590503,1.31602282994095,16.275683361354105
19965,2023-02-25,78.7078,165.30588,131.92112,3.94306,0.1565627,3.2107247,12.96,2.70804497201131,3.7134044279886904,1.6912906720113097,16.26437062964948
19966,2023-02-25,53.14158,86.11361,317.40099,9.95895,0.0757631,3.1713677,12.47,2.93109505180813,3.4116403481918702,1.9143407518081297,16.215245734252058
19967,2023-02-25,238.13647,183.70391,144.80542,1.54995,0.2151613,2.5659804,14.24,2.0138807213614798,3.11808007863852,0.9971264213614797,15.75391984301815
19968,2023-02-25,169.4023,319.95976,247.74628,1.49838,0.0998054,2.7935478,14.03,2.5147366444018795,3.0723589555981197,1.4979823444018794,16.909996025034488
19969,2023-02-25,239.96861,109.55964,170.49939,6.83968,0.0418836,2.3567407,14.75,2.25803191521748,2.45544948478252,1.2412776152174798,16.987994997640733
19970,2023-02-25,149.43966,292.65282,356.84754,2.32136,0.158986,2.3976673,14.8,2.0164717666422,2.7788628333578003,0.9997174666422,16.322347128276053
19971,2023-02-25,175.0225,165.90857,170.64761,3.3762,0.113272,2.3639075,14.61,2.09614296966,2.63167203034,1.0793886696599997,16.38299377901962
19972,2023-02-25,25.32115,313.2591,49.37555,2.07949,0.195672,2.425942,15.04,1.951253076976,2.9006309230240004,0.9344987769759998,16.344461691264573
19975,2023-02-25,18.63483,207.71017,218.94889,3.51497,0.0293199,2.1593776,14.66,2.09606486470576,2.22269033529424,1.07931056470576,16.432755731473566
19976,2023-02-25,165.33537,51.36455,306.33371,3.00896,0.2556178,2.3223287,15.51,1.7287001468291399,2.91595725317086,0.7119458468291398,15.960833148854123
19977,2023-02-25,72.76893,61.66672,242.04274,5.5584,0.2145719,2.2223405,14.25,1.74548867646805,2.6991923235319497,0.7287343764680498,14.772431463329188
19978,2023-02-25,317.21187,113.54497,153.40274,6.0687,0.1258886,2.293223,15.22,2.0045323670422,2.5819136329577996,0.9877780670421998,16.703362259383226
19979,2023-02-25,203.83403,179.90221,257.51835,5.17234,0.1041027,2.4578335,13.12,2.20196639649955,2.7137006035004503,1.18521209649955,15.2030338119026
19980,2023-02-25,49.6872,261.9689,221.41119,21.62669,0.254308,2.351045,14.34,1.75315544814,2.94893455186,0.7364011481399999,14.894674413074567
19981,2023-02-25,239.08496,66.19587,119.30711,14.58605,0.2162037,3.1744741,13.31,2.4881410540258297,3.8608071459741695,1.4713867540258296,16.128009195710277
19982,2023-02-25,139.57293,106.74456,290.0057,22.31597,0.2856211,2.3360667,13.64,1.66883675947263,3.00329664052737,0.65208245947263,13.823581877818205
19983,2023-02-25,60.20982,98.37857,331.45081,6.3795,0.0567962,2.3896018,13.44,2.25388149824684,2.5253221017531597,1.23712719824684,15.66672716745035
19984,2023-02-25,267.91163,299.52841,241.21299,5.48603,0.1044953,2.417271,14.69,2.1646775416737,2.6698644583263,1.1479232416736997,16.666530302070598
19985,2023-02-25,153.30246,254.91961,350.83995,7.4647,0.1080028,2.4481985,14.65,2.1837862070442005,2.7126107929558,1.1670319070442003,16.681464242958832
19986,2023-02-25,10.78137,165.37631,101.25004,13.85203,0.2565455,2.5396203,14.4,1.8880921403263502,3.1911484596736504,0.8713378403263501,15.481048796483641
19987,2023-02-25,142.49556,72.91509,348.74455,12.60071,0.1523081,2.9061111,13.48,2.46348683997009,3.34873536002991,1.4467325399700899,16.239692481720443
19988,2023-02-25,162.54194,341.85409,317.60663,1.78284,0.154111,2.1412571,15.69,1.8112658270618998,2.4712483729380996,0.7945115270618996,16.48041197952624
19991,2023-02-25,340.01592,206.56029,160.37019,12.07266,0.1372111,2.7890891,14.02,2.40639511659099,3.17178308340901,1.38964081659099,16.641347496607455
19992,2023-02-25,300.09699,182.55869,344.53953,7.19009,0.1456366,2.720322,14.05,2.3241435530148,3.1165004469852,1.3073892530148,16.4633392991769
19993,2023-02-25,338.341,120.00519,231.42411,3.72645,0.2517048,2.5622563,15.03,1.9173240904597602,3.2071885095402397,0.90056979045976,16.216064517742026
19994,2023-02-25,5.77188,69.96338,307.23496,8.07277,0.1786127,2.7761222,13.55,2.2802715183280604,3.27197288167194,1.2635172183280603,15.847838636497347
19995,2023-02-25,45.48113,189.0252,130.82209,9.85245,0.145322,2.7929917,13.61,2.3871085601726003,3.1988748398273996,1.3703542601726002,16.183525122183248
19998,2023-02-25,3.73957,255.73597,100.85976,10.18804,0.1712129,2.7989013,14.33,2.31969329161323,3.2781093083867696,1.30293899161323,16.731773237352012
19999,2023-02-25,166.92622,109.57066,114.99859,6.11218,0.0486656,2.2146538,14.65,2.1068763440307197,2.32243125596928,1.0901220440307196,16.455570843909285
20001,2023-02-25,205.94425,118.33044,127.23328,17.02252,0.1244949,3.1092205,12.49,2.72213840477455,3.4963025952254503,1.70538410477455,15.823662067657894
20002,2023-02-25,101.94613,25.66472,280.24809,20.23005,0.1444065,3.1878917,13.63,2.72753941722395,3.6482439827760507,1.71078511722395,16.974832495246396
20004,2023-02-25,258.41296,45.40586,23.34866,9.83374,0.0962165,2.2617271,14.46,2.04411163448285,2.4793425655171495,1.0273573344828497,16.071130679454875
20006,2023-02-25,344.83929,8.27116,143.52294,2.48228,0.2074293,3.0788642,14.09,2.4402175541989397,3.71751084580106,1.4234632541989396,16.793874037879082
20007,2023-02-25,195.10546,189.16193,115.98042,14.9448,0.231686,2.3811404,14.51,1.8294635052855999,2.9328172947144,0.8127092052855998,15.37129464677523
20008,2023-02-25,217.39641,75.73402,267.43545,11.4563,0.1961984,2.5660623,13.73,2.06260498243968,3.0695196175603203,1.04585068243968,15.39942873313663
20009,2023-02-25,252.17116,180.62632,150.16573,8.63544,0.2084959,2.55637,14.34,2.023377336117,3.0893626638829996,1.0066230361169999,15.884718729774761
20010,2023-02-25,59.09175,200.20729,99.48038,4.14598,0.1762118,2.4676135,15.3,2.0327908834607,2.9024361165393,1.0160365834607,16.875010249027632
20011,2023-02-25,192.74049,346.54204,344.09744,2.7949,0.2226912,2.5957075,15.44,2.017666281976,3.1737487180240005,1.000911981976,16.96622612317759
20013,2023-02-25,165.51339,161.26043,194.30889,13.19191,0.1673109,2.618733,13.41,2.1805904249103,3.0568755750897,1.1638361249102998,15.432329670504124
20014,2023-02-25,140.4626,168.13011,266.30272,12.28037,0.2408865,2.6000899,13.72,1.97376334430365,3.22641645569635,0.9570090443036499,15.101055606799612
20015,2023-02-25,114.37895,267.06554,134.48123,15.26338,0.1066809,2.613344,14.03,2.3345501100704,2.8921378899296,1.3177958100704,16.470256613390728
20017,2023-02-25,200.49556,47.96928,25.4661,5.49773,0.1191971,2.5485694,14.58,2.2447873183712597,2.85235148162874,1.2280330183712596,16.781926220637175
20018,2023-02-25,64.34065,265.81567,31.23384,5.32891,0.1574804,2.3067159,14.01,1.94345335738164,2.66997844261836,0.9266990573816398,15.28756421674858
20019,2023-02-25,80.15524,208.62322,153.56838,2.19851,0.3390654,2.6703473,14.96,1.7649249245865801,3.57576967541342,0.74817062458658,15.563634444167123
20020,2023-02-25,193.28552,300.98383,66.33099,15.56795,0.1906102,2.6019833,13.22,2.10601874279034,3.09794785720966,1.08926444279034,15.022977794884369
20021,2023-02-25,17.10879,102.18426,89.35887,15.7076,0.0693247,2.6148862,13.39,2.43360999865086,2.7961624013491395,1.4168556986508598,16.07788301151923
20023,2023-02-25,99.68196,17.50992,93.68736,10.67854,0.1853548,2.6312016,14.2,2.14349575367232,3.11890744632768,1.1267414536723197,16.114734500658617
20024,2023-02-25,99.29785,307.08275,146.27022,13.90025,0.1385739,2.6474468,12.95,2.28057977188148,3.0143138281185196,1.2638254718814799,15.248661860365374
20030,2023-02-25,97.14433,141.52082,168.04213,6.53341,0.1473187,2.3405087,14.99,1.99570800097731,2.68530939902269,0.9789537009773099,16.44429575524007
20031,2023-02-25,194.11489,195.28376,122.6607,25.7497,0.1791409,2.3416959,13.69,1.92220238894769,2.76118941105231,0.9054480889476899,14.893313345518308
20032,2023-02-25,141.83927,129.38059,219.21566,2.65005,0.1092624,2.3532225,14.79,2.0961037619160003,2.610341238084,1.0793494619160002,16.562874283823838
20033,2023-02-25,34.66592,199.9216,141.91027,11.17,0.1745772,2.4150288,14.91,1.99341983417664,2.8366377658233595,0.9766655341766399,16.356723185748947
20034,2023-02-25,272.25372,4.24197,235.66059,5.88925,0.153325,3.1046103,13.46,2.6285959257525002,3.5806246742475,1.6118416257525001,16.595230988194732
20035,2023-02-25,50.67202,356.48832,154.11313,6.64688,0.0730594,2.3257474,14.71,2.15582969040444,2.49566510959556,1.13907539040444,16.66083458937284
20036,2023-02-25,105.3648,221.43036,81.3386,4.13731,0.1877858,2.4102262,14.22,1.95761994485204,2.86283245514796,0.9408656448520398,15.546279959569947
20037,2023-02-25,318.98302,95.5376,228.62456,22.54498,0.1204199,1.8838169,15.38,1.65696785728369,2.11066594271631,0.6402135572836898,15.508194752203474
20038,2023-02-25,277.79272,6.83676,56.19537,19.55826,0.2408955,3.9852839,11.79,3.02524694226755,4.94532085773245,2.0084926422675498,15.708155378843028
20039,2023-02-25,323.14637,86.77996,26.02683,2.56074,0.1502154,2.4247443,14.74,2.06051036507778,2.78897823492222,1.0437560650777797,16.402869078114158
20040,2023-02-25,320.36824,336.18235,93.82295,7.49724,0.2248557,2.4465314,15.34,1.8964148694810201,2.99664793051898,0.87966056948102,16.45124238590522
20041,2023-02-25,115.3661,339.90358,69.86258,13.80306,0.1905107,2.5914563,13.33,2.09775614626759,3.08515645373241,1.0810018462675899,15.107907189552884
20042,2023-02-25,58.40292,156.28187,29.04342,8.54204,0.1228795,2.5833758,14.15,2.2659318733839,2.9008197266161004,1.2491775733839,16.40935513545193
20043,2023-02-25,305.06053,286.60891,264.41608,18.2628,0.0578934,1.9691273,15.86,1.85512782557018,2.08312677442982,0.8383735255701799,16.81905697568511
20044,2023-02-25,137.17754,331.56384,158.33511,12.86745,0.1028128,2.5713176,13.59,2.30695323785472,2.83568196214528,1.2901989378547198,15.95847735725934
20045,2023-02-25,167.36793,336.00552,100.57119,3.66897,0.1727329,2.5805866,14.32,2.1348343928808604,3.02633880711914,1.1180800928808603,16.20918552929294
20046,2023-02-25,148.57863,340.51356,156.68929,10.19681,0.1636297,2.5584316,14.09,2.1397962048214803,2.97706699517852,1.1230419048214801,15.993841872995263
20047,2023-02-25,43.07812,311.85073,46.9895,10.70984,0.2751486,2.7444391,14.18,1.98931052384974,3.4995676761502605,0.9725562238497398,15.61308648798468
20048,2023-02-25,343.61629,305.32319,147.517,9.42649,0.09113,2.707932,13.85,2.46115815684,2.9547058431599997,1.4444038568399997,16.604140811336595
20052,2023-02-25,39.84766,154.9723,211.14093,6.04422,0.0792725,2.7361746,14.04,2.5192711990215,2.9530780009785,1.5025168990214999,16.930471434998125
20054,2023-02-25,175.85518,270.98954,42.96842,2.82981,0.0822468,2.6838497,14.07,2.46311165049404,2.90458774950596,1.44635735049404,16.828798527435172
20057,2023-02-25,257.7809,21.50748,200.03162,12.29321,0.1088632,2.690611,13.21,2.3977024765848,2.9835195234152003,1.3809481765847997,15.809863363974106
20059,2023-02-25,137.81219,130.32461,299.5364,9.25428,0.0900709,2.9878935,13.47,2.7187712433508504,3.25701575664915,1.7020169433508503,16.79668273411223
20060,2023-02-25,154.49571,46.1531,317.22071,9.71729,0.1153926,3.0715282,13.13,2.71709657502868,3.4259598249713203,1.7003422750286799,16.4532071384603
20061,2023-02-25,120.01795,316.73636,322.8212,1.80239,0.2003749,2.1710483,15.32,1.7360247139923297,2.6060718860076695,0.7192704139923296,15.802240500822393
20062,2023-02-25,268.35,250.73019,146.42999,20.12915,0.2996369,2.2299156,14.51,1.5617506023543601,2.89808059764564,0.54499630235436,14.160026189217072
20068,2023-02-25,43.62169,177.88444,150.98957,3.99094,0.16501,2.1992242,15.29,1.836330214758,2.5621181852420003,0.819575914758,16.177699836093577
20070,2023-02-25,271.48045,228.93897,100.69935,7.15441,0.2170181,2.2729219,14.25,1.77965670781361,2.76618709218639,0.76290240781361,14.914026107215863
20071,2023-02-25,202.53763,247.00535,192.63937,1.48989,0.1532631,2.2704133,15.49,1.92244271936077,2.61838388063923,0.9056884193607699,16.694161115892726
20072,2023-02-25,326.54989,16.47217,159.26757,5.12992,0.1675305,2.3612339,15.41,1.9656552041160502,2.7568125958839502,0.9489009041160501,16.763641004735856
20073,2023-02-25,34.35789,271.25704,305.39802,6.59069,0.0646092,2.3000443,15.04,2.15144027781244,2.44864832218756,1.13468597781244,16.978024914591217
20074,2023-02-25,31.88898,157.02283,79.33773,7.78198,0.0657707,2.2908717,15.01,2.14019946468081,2.44154393531919,1.1234451646808097,16.915030652338668
20075,2023-02-25,359.93008,123.75437,75.03385,7.54717,0.0983304,2.3342044,15.0,2.10468114766624,2.56372765233376,1.0879268476662398,16.798930026432835
20076,2023-02-25,335.23514,187.53349,342.55625,7.82807,0.0539239,2.3623944,14.7,2.23500488061384,2.4897839193861597,1.21825058061384,16.875075514404816
20077,2023-02-25,157.91542,298.70012,118.74745,4.20107,0.1042925,2.3217692,15.0,2.0796260857089996,2.5639123142909996,1.0628717857089995,16.722330675318112
20079,2023-02-25,219.83582,123.87928,64.41786,4.92699,0.094095,2.4326377,14.74,2.2037386556185,2.6615367443815,1.1869843556184998,16.828025423371468
20080,2023-02-25,37.53288,133.63059,31.24498,10.14363,0.1451715,2.3398336,14.47,2.0001564465376,2.6795107534624,0.9834021465375997,15.93897559094061
20081,2023-02-25,232.85177,6.4015,135.60059,7.63532,0.087044,2.4557739,14.36,2.2420135166484,2.6695342833516,1.2252592166484,16.554331022945263
20084,2023-02-25,45.40963,124.02284,125.59205,21.96734,0.1210416,2.3000719,13.68,2.02166751710896,2.57847628289104,1.0049132171089599,15.219191457452911
20085,2023-02-25,57.63156,110.76383,128.26168,9.88285,0.1793868,2.5300925,14.18,2.0762273027209996,2.983957697279,1.0594730027209995,15.891823961843969
20086,2023-02-25,11.88459,58.00782,237.14855,21.77444,0.6230657,3.1825294,16.7,1.19960449161842,5.165454308381579,0.18285019161841998,13.405667514959665
20087,2023-02-25,184.16978,45.90174,146.42684,9.77776,0.0840763,2.7885203,13.84,2.55407183070111,3.02296876929889,1.53731753070111,16.80998343426756
20090,2023-02-25,214.97447,293.26517,332.78224,12.10118,0.1533575,2.6938809,14.23,2.28075405987825,3.10700774012175,1.2639997598782498,16.52912724025074
20096,2023-02-25,27.65818,287.99693,175.49135,10.04862,0.0594466,3.062178,13.18,2.8801419293052,3.2442140706947997,1.8633876293051999,16.828585488308477
20097,2023-02-25,47.63937,301.36019,54.02498,17.11786,0.1259571,3.1707277,12.41,2.77135203401833,3.57010336598167,1.75459773401833,15.844346300844196
20098,2023-02-25,94.09712,248.39051,89.19513,10.27476,0.1720568,2.7761159,12.88,2.29846628181688,3.2537655181831204,1.2817119818168798,15.22614290669589
20101,2023-02-25,117.34032,240.03131,84.12753,8.47996,0.0421417,3.1372235,12.87,3.0050155684300504,3.26943143156995,1.9882612684300502,16.75160089415428
20102,2023-02-25,259.83294,164.67413,127.11,18.72732,0.1875279,3.113989,12.72,2.5300291822069,3.6979488177931006,1.5132748822069,15.635216770432663
20103,2023-02-25,147.33938,175.64432,131.04522,7.14237,0.1079153,2.3735882,14.05,2.1174417173205398,2.6297346826794596,1.1006874173205397,15.887377334954817
20104,2023-02-25,288.1226,290.91956,0.00833,5.58993,0.2248387,2.5483881,15.21,1.9754118325005299,3.12136436749947,0.9586575325005298,16.59660569917437
20107,2023-02-25,89.4288,19.82796,242.98721,4.98536,0.1334168,2.4732695,14.7,2.1432937977723996,2.8032452022276,1.1265394977723995,16.614140652001694
20109,2023-02-25,250.99768,215.65439,103.49516,9.27029,0.2366291,2.5818313,15.58,1.97089488312917,3.19276771687083,0.9541405831291698,16.951379151859186
20110,2023-02-25,62.05738,59.11787,0.6146,12.73531,0.1685222,2.6655273,13.11,2.21632677524394,3.1147278247560597,1.19957247524394,15.233301426353142
20111,2023-02-25,314.7153,256.85569,54.49462,14.05359,0.2019807,2.5309097,13.74,2.01971478715721,3.04210461284279,1.00296048715721,15.272869344677954
20114,2023-02-25,270.79254,303.39817,16.9618,12.94951,0.1707738,2.5774471,13.94,2.1372866644340203,3.0176075355659804,1.1205323644340202,15.8364359040531
20115,2023-02-25,88.43501,13.52368,35.81247,12.81133,0.2250431,2.6725921,13.54,2.07114368878049,3.27404051121951,1.05438938878049,15.236056281914282
20117,2023-02-25,199.61888,330.24496,69.64926,14.82188,0.1682203,2.5957361,13.48,2.15908059453717,3.0323916054628297,1.14232629453717,15.440295138679591
20119,2023-02-25,357.18357,320.90657,72.95925,10.28417,0.1712696,2.767259,14.33,2.2933116579736,3.2412063420264,1.2765573579736,16.6625170598654
20120,2023-02-25,197.94469,96.15185,253.5789,12.79251,0.1541179,2.6328241,14.29,2.22705877863861,3.0385894213613898,1.21030447863861,16.443131599299527
20121,2023-02-25,6.09597,95.0437,75.07086,12.68125,0.1457902,2.6727036,13.5,2.2830496076152804,3.06235759238472,1.2662953076152803,15.805251728931436
20122,2023-02-25,46.73499,304.68215,70.65802,11.02581,0.2788995,2.7224173,14.53,1.9631364762386498,3.4816981237613502,0.9463821762386497,15.87508522478542
20124,2023-02-25,319.81679,201.48247,73.89366,14.47033,0.1424307,2.5927819,13.82,2.22349015903567,2.96207364096433,1.2067358590356698,15.96323714971643
20125,2023-02-25,151.1301,298.56398,100.99438,10.9784,0.1743296,2.9795255,13.93,2.4601060113952,3.4989449886048,1.4433517113952,16.681629968568565
20128,2023-02-25,216.53193,236.58594,60.47318,14.46866,0.1574732,3.0355459,13.56,2.55752877338012,3.51356302661988,1.5407744733801199,16.537798015684462
20130,2023-02-25,185.31973,2.29217,309.7021,8.52285,0.0801329,3.0683698,13.46,2.8224924296535803,3.31424717034642,1.8057381296535802,16.996437771921045
20131,2023-02-25,125.63596,89.22269,348.95546,9.63682,0.0951533,3.0045107,13.55,2.71862159200969,3.29039980799031,1.7018672920096898,16.87637226783541
20132,2023-02-25,332.19607,312.32046,78.6305,10.66669,0.2490771,2.7756072,14.8,2.08426700788488,3.46694739211512,1.0675127078848798,16.536632038690982
20133,2023-02-25,299.617,159.34939,127.77085,10.85845,0.0645485,2.9951062,13.18,2.8017765874493,3.1884358125506997,1.7850222874493,16.67538572430817
20134,2023-02-25,326.84206,58.01464,129.25988,17.72775,0.1732704,3.1108194,13.15,2.57180647823424,3.6498323217657602,1.5550521782342397,16.159916259383333
20136,2023-02-25,340.19739,158.61152,103.76388,24.25621,0.0642796,1.9305845,15.1,1.8064873005738,2.0546816994262,0.7897330005737999,15.871575995619912
20137,2023-02-25,187.40429,253.66771,150.55678,5.86827,0.3031069,2.2907128,15.49,1.5963819444016802,2.98504365559832,0.5796276444016801,15.321429486965433
20138,2023-02-25,304.51436,157.6035,161.89776,7.05547,0.1406929,2.2552907,15.41,1.93798731107397,2.57259408892603,0.9212330110739699,16.66860210543486
20139,2023-02-25,127.30599,83.00768,326.56313,22.48783,0.2586573,2.3170241,14.57,1.71770890225907,2.9163392977409295,0.7009546022590698,14.973197289930141
20141,2023-02-25,255.341,42.48042,342.29691,7.12181,0.1795086,2.2585042,14.89,1.85308327296388,2.6639251270361197,0.8363289729638799,15.841360390964395
20143,2023-02-25,178.58804,170.76856,175.97965,6.66996,0.2042833,2.3207647,14.8,1.84667122856049,2.7948581714395098,0.8299169285604899,15.72712103117184
20146,2023-02-25,51.16499,356.52433,286.13887,4.22619,0.179909,2.221725,15.28,1.8220166769750001,2.621433323025,0.805262376975,16.11244878232487
20147,2023-02-25,55.02452,77.7236,289.92976,5.30788,0.1484947,2.3898629,14.78,2.03498092562337,2.74474487437663,1.0182266256233699,16.36202396027046
20149,2023-02-25,244.80304,242.11877,35.54123,6.07,0.0996478,2.326972,14.45,2.0950943595384,2.5588496404616,1.0783400595383998,16.219796634337133
20150,2023-02-25,188.61953,32.76301,243.8475,8.57823,0.1951263,2.3742377,14.78,1.9109614822784902,2.8375139177215103,0.89420718227849,15.943450436096393
20151,2023-02-25,151.6921,98.12644,273.69954,11.63418,0.2273284,2.3278404,15.89,1.79865616641264,2.85702463358736,0.7819018664126398,16.630502003741032
20153,2023-02-25,7.54954,33.51141,204.84651,2.09025,0.1419703,2.2794842,15.39,1.9558651442807402,2.6031032557192604,0.9391108442807401,16.71027881343196
20154,2023-02-25,311.76783,305.96443,88.70181,6.11672,0.1776233,2.2325706,14.1,1.8360140425450198,2.6291271574549797,0.8192597425450197,14.986488065981979
20159,2023-02-25,215.51776,206.5732,63.8508,6.86715,0.1193358,2.3484066,15.15,2.06815761966372,2.62865558033628,1.05140331966372,16.836764891521554
20160,2023-02-25,218.39716,277.97954,66.17252,3.27071,0.126305,2.3016436,15.03,2.010934505102,2.5923526948979996,0.9941802051019999,16.53431518936432
20162,2023-02-25,136.08317,7.51991,46.84138,6.43056,0.1691979,2.3297833,14.39,1.9355888581849299,2.7239777418150695,0.9188345581849298,15.640252172748623
20163,2023-02-25,182.1168,346.1965,37.93871,8.15602,0.1835112,2.315271,14.84,1.8903928404648,2.7401491595352003,0.8736385404647999,15.92941924223639
20164,2023-02-25,23.5143,84.531,202.10729,4.89353,0.1510039,2.244774,15.33,1.9058043713814001,2.5837436286186004,0.8890500713814,16.47502269963488
