desgs,epoch,M,omega,Omega,inc,ecc,a,H,q,Q,min_dist_bound_AU,V_bright_bound
54257,2023-02-25,184.45021,157.53621,242.84748,5.62234,0.106221,2.4405559,14.97,2.1813176117461,2.6997941882539,1.1645633117460998,16.99441004929334
54281,2023-02-25,327.55602,272.66734,339.33116,6.12897,0.1105076,2.444654,14.91,2.1745011536296,2.7148068463704,1.1577468536295998,16.91486625902865
54283,2023-02-25,47.3402,1.03216,272.88425,10.02182,0.041471,2.3704136,14.45,2.2721101775943997,2.4687170224056003,1.2553558775943996,16.725981236745636
54287,2023-02-25,301.96844,18.80891,265.8128,12.32526,0.1578806,2.7709303,14.4,2.3334541616778197,3.2084064383221795,1.3166998616778196,16.83743031987393
54288,2023-02-25,92.0149,84.03349,218.8744,11.94261,0.1899724,2.6194004,14.34,2.12178661945104,3.11701418054896,1.1050323194510399,16.190383432743715
54289,2023-02-25,272.40027,348.524,109.99204,5.47206,0.1558651,2.3302622,15.31,1.96705564917078,2.69346875082922,0.9503013491707799,16.668389961936757
54290,2023-02-25,295.3586,40.75655,73.81568,7.50276,0.127224,2.3060136,15.41,2.0126333257535998,2.5993938742464002,0.9958790257535997,16.91985622679554
54292,2023-02-25,47.42837,286.00659,192.85917,6.87437,0.0613077,2.242625,14.81,2.1051348192875,2.3801151807124996,1.0883805192875,16.610303372183516
54293,2023-02-25,66.6514,232.69609,79.60141,11.24388,0.0964722,3.0224294,13.25,2.73084898643732,3.31400981356268,1.71409468643732,16.60166246668291
54296,2023-02-25,180.69929,95.70038,8.45926,4.16266,0.1815962,2.3802675,15.42,1.9480199670165,2.8125150329835,0.9312656670164998,16.71333498075812
54298,2023-02-25,186.02389,338.45862,236.80472,11.29576,0.1435251,2.3190439,15.1,1.98620289234811,2.65188490765189,0.96944859234811,16.522741971805043
54303,2023-02-25,48.62951,275.97571,109.97493,13.05596,0.097494,2.5676885,14.44,2.3173542773810003,2.8180227226189998,1.3005999773810002,16.835680879868256
54306,2023-02-25,153.43212,120.52152,110.60577,29.10437,0.2041727,2.6067321,13.93,2.07450856896633,3.13895563103367,1.0577542689663297,15.63650009915903
54307,2023-02-25,188.31172,25.54419,80.60358,4.70897,0.2035808,2.3615693,15.76,1.8807991326505602,2.8423394673494404,0.8640448326505601,16.814393465585106
54316,2023-02-25,1.66608,118.39805,241.15473,13.05898,0.1949797,2.6220679,14.19,2.11081788747837,3.1333179125216297,1.0940635874783697,16.007466649708828
54321,2023-02-25,204.10094,92.47661,90.90529,6.76052,0.2489298,2.5934306,14.64,1.9478484394281201,3.23901276057188,0.93109413942812,15.9327437741253
54327,2023-02-25,247.52165,107.47793,120.6389,5.64696,0.1844092,2.5440898,14.8,2.07493623525384,3.01324336474616,1.05818193525384,16.50782549089133
54328,2023-02-25,127.65324,168.64451,73.7681,24.48583,0.1538264,2.3460563,15.09,1.98517090517368,2.70694169482632,0.9684166051736798,16.509300645392308
54336,2023-02-25,29.44532,143.58718,231.95845,12.84797,0.1954335,2.6006694,14.77,2.0924114768151,3.1089273231849,1.0756571768151,16.531604863232282
54342,2023-02-25,118.47248,194.78829,75.13783,11.26528,0.0670176,2.997467,13.3,2.7965839555808,3.1983500444192,1.7798296555807998,16.78503150217503
54344,2023-02-25,53.35958,330.47733,71.68437,14.96896,0.143335,2.5602094,14.39,2.1932417856510003,2.927177014349,1.1764874856510001,16.44836911698784
54349,2023-02-25,285.70399,250.12654,87.76351,2.39807,0.1783764,3.1950715,13.83,2.6251461480874,3.7649968519125996,1.6083918480874,16.957726749447186
54351,2023-02-25,101.3296,26.13711,261.28939,4.8291,0.1051734,2.3379928,14.48,2.09209814804848,2.5838874519515196,1.07534384804848,16.240647049587484
54352,2023-02-25,229.3879,315.74548,265.17993,3.16422,0.1649006,2.2863589,15.13,1.9093369455746603,2.6633808544253403,0.8925826455746602,16.287655074213973
54355,2023-02-25,242.19265,145.53858,89.59282,7.50893,0.1420972,2.2751671,14.67,1.95187222555788,2.5984619744421202,0.9351179255578799,15.976588832277802
54356,2023-02-25,118.40365,164.97574,88.3026,8.60334,0.0958294,2.3508778,14.35,2.12559459095268,2.57616100904732,1.10884029095268,16.21174717187644
54357,2023-02-25,61.96406,2.18173,232.70854,2.55725,0.1523385,2.3966407,15.33,2.03154005072305,2.76174134927695,1.0147857507230498,16.900998745032897
54360,2023-02-25,214.30521,353.24815,186.53326,5.21684,0.2103255,2.5955261,14.78,2.04962077525445,3.1414314247455497,1.0328664752544499,16.408588479161523
54368,2023-02-25,110.40173,34.22687,324.5337,6.70141,0.1291033,2.2630304,15.0,1.9708657073596798,2.5551950926403197,0.9541114073596797,16.37128060620808
54369,2023-02-25,94.69839,196.50274,104.20691,12.15318,0.0879723,2.9919229,13.6,2.72871656106433,3.2551292389356705,1.71196226106433,16.947263067274914
54382,2023-02-25,342.59236,205.95771,156.76478,11.68224,0.1690953,3.0482253,13.75,2.53278472842891,3.56366587157109,1.51603042842891,16.671530985414424
54386,2023-02-25,321.06005,205.61839,152.96093,13.89446,0.1849629,2.678379,14.29,2.1829782528609,3.1737797471391,1.1662239528609,16.319156831495803
54387,2023-02-25,17.06882,181.80766,180.20748,15.45332,0.1262754,2.6164679,14.41,2.28607236934034,2.94686343065966,1.2693180693403399,16.72330218528349
54388,2023-02-25,211.37181,262.42384,135.81009,7.47367,0.2751707,2.7454697,14.4,1.9899968808222102,3.50094251917779,0.97324258082221,15.835367486969638
54390,2023-02-25,201.5039,24.86685,224.40061,24.76389,0.1886512,2.289619,14.93,1.8576796281072,2.7215583718928,0.8409253281072,15.898641259255655
54391,2023-02-25,262.7154,262.28796,122.58989,17.98129,0.1702464,2.7190843,13.8,2.25616998662848,3.18199861337152,1.23941568662848,16.032944030397946
54394,2023-02-25,276.55958,359.49648,140.65685,13.77497,0.1208973,2.5781952,14.59,2.26649836144704,2.88989203855296,1.24974406144704,16.85088245583147
54397,2023-02-25,169.91792,0.22304,153.15286,5.26934,0.133484,2.3691301,15.22,2.0528891377316003,2.6853710622683997,1.0361348377316002,16.858908864569713
54401,2023-02-25,32.65651,67.13549,240.84389,18.95052,0.2622893,1.7107826,17.23,1.26206262939382,2.15950257060618,0.24530832939381986,14.683966009916428
54410,2023-02-25,38.15802,113.44218,114.41464,3.65523,0.1593863,2.4174369,15.08,2.03213057702553,2.8027432229744704,1.01537627702553,16.652893115393475
54411,2023-02-25,242.38124,75.71239,254.58071,10.29875,0.1845805,2.8572222,14.47,2.3298346977129,3.3846097022871,1.3130803977128997,16.898082134283207
54413,2023-02-25,120.62399,161.2833,123.90853,16.86123,0.1716583,2.614358,13.97,2.1655817501286,3.0631342498714003,1.1488274501286,15.94914693473475
54414,2023-02-25,65.41096,242.48049,123.58461,11.40807,0.1157033,2.97611,13.44,2.631764251837,3.320455748163,1.615009951837,16.582110931463948
54418,2023-02-25,147.23988,249.00262,82.83461,14.15272,0.2019355,2.5733665,13.11,2.0537124491392498,3.0930205508607505,1.0369581491392497,14.751504323249828
54419,2023-02-25,95.74767,76.71041,127.96964,13.20506,0.188645,2.4017946,14.28,1.9487080576830003,2.854881142317,0.9319537576830002,15.575705723426324
54420,2023-02-25,128.99143,153.60493,271.10201,19.54498,0.081739,2.0553471,14.36,1.8873450833931,2.2233491166069,0.8705907833930999,15.438326896235333
54421,2023-02-25,114.26635,317.87552,288.8977,12.1493,0.137214,2.6695904,14.46,2.3032852228544,3.0358955771456,1.2865309228544,16.818839753069952
54423,2023-02-25,279.79949,114.86537,202.06817,22.38489,0.1119319,3.2388977,13.24,2.87636172653337,3.60143367346663,1.85960742653337,16.881323866106467
54428,2023-02-25,19.40569,18.77719,299.2485,16.39718,0.1019286,3.1395402,12.54,2.8195312627702798,3.4595491372297196,1.8027769627702797,16.070594570369913
54430,2023-02-25,78.57911,118.45099,251.54607,12.8789,0.127119,2.5661642,14.16,2.2399559730601997,2.8923724269398,1.2232016730601996,16.348687743314496
54432,2023-02-25,137.83347,14.21868,303.06833,12.47689,0.1854994,2.598027,13.53,2.1160945503162,3.0799594496838005,1.0993402503162,15.363335989427636
54434,2023-02-25,57.37023,2.37736,274.23021,12.56202,0.193762,2.6898163,14.96,2.1686321140794,3.2110004859206,1.1518778140793997,16.947961491373395
54437,2023-02-25,14.0609,150.94252,272.37327,13.97917,0.0776024,2.582811,14.11,2.3823786676536,2.7832433323464,1.3656243676536,16.671710246044512
54438,2023-02-25,262.77215,296.49571,306.67419,3.97432,0.1991133,2.5544689,14.77,2.0458401675736297,3.06309763242637,1.0290858675736296,16.386616576389372
54439,2023-02-25,280.18099,89.35279,155.49952,16.54144,0.1899706,2.5393374,14.66,2.05693795051956,3.0217368494804404,1.0401836505195599,16.311656071463158
54440,2023-02-25,182.85018,182.26786,103.01771,5.35743,0.1897472,2.5567102,14.98,2.07158159833856,3.0418388016614397,1.05482729833856,16.67741702565457
54441,2023-02-25,221.87742,153.86635,140.56498,13.57345,0.2148553,2.5481264,14.02,2.00064793789008,3.09560486210992,0.98389363789008,15.490594115613012
54442,2023-02-25,114.76288,110.34866,147.8414,15.38826,0.2086525,2.6503345,14.29,2.09733558073875,3.20333341926125,1.08058128073875,16.066626822224464
54443,2023-02-25,129.38068,148.23136,141.88324,24.38729,0.1893774,2.3367954,14.09,1.8942591628160401,2.77933163718396,0.87750486281604,15.193444642611874
54444,2023-02-25,174.36093,188.91989,283.1733,20.06059,0.0364052,3.2280715,12.54,3.1105529114282,3.3455900885717997,2.0937986114281997,16.60886250335746
54445,2023-02-25,164.49393,119.69542,173.96503,14.33039,0.2015058,2.5981724,13.96,2.07462559200008,3.1217192079999205,1.0578712920000797,15.666862812725583
54447,2023-02-25,133.87266,157.93632,107.84361,16.03941,0.0859712,2.6272284,14.24,2.40136242177792,2.85309437822208,1.3846081217779198,16.848922924763208
54448,2023-02-25,314.98783,59.29016,119.86865,22.23326,0.1624916,2.2595791,14.87,1.8924164767144398,2.62674172328556,0.8756621767144397,15.96676655948708
54451,2023-02-25,20.63633,294.29617,349.19811,10.42947,0.1512946,3.173364,13.6,2.6932511629656,3.6534768370343995,1.6764968629656,16.873398005849964
54455,2023-02-25,276.12391,92.33867,103.38037,9.80708,0.1699492,2.5692898,15.04,2.13264105392184,3.00593854607816,1.1158867539218398,16.922689437901088
54457,2023-02-25,299.68946,26.08123,124.23611,18.47014,0.1240993,2.5893072,13.76,2.26797598899504,2.91063841100496,1.2512216889950398,16.02486358166228
54458,2023-02-25,168.85159,328.29303,293.19176,14.1722,0.1731231,2.6025444,14.89,2.1519838455843603,3.05310495441564,1.1352295455843602,16.829613462236562
54460,2023-02-25,87.9667,201.06981,133.95778,3.32126,0.2014802,3.01334,14.26,2.406211654132,3.620468345868,1.3894573541319999,16.88089523827577
54461,2023-02-25,143.75149,273.27384,272.6446,13.71886,0.1913512,3.1158002,13.64,2.51958809276976,3.7120123072302396,1.50283379276976,16.531202496635757
54462,2023-02-25,300.19659,155.6803,148.04748,17.34532,0.1912924,2.796411,14.16,2.2614788284236,3.3313431715764,1.2447245284235997,16.4073288705474
54463,2023-02-25,322.78447,268.84013,2.67016,4.86991,0.1673033,2.4518619,15.11,2.04165731298573,2.86206648701427,1.02490301298573,16.713328092499495
54465,2023-02-25,75.81188,97.45017,190.37974,8.06061,0.1738826,2.6802243,14.13,2.2141799301328198,3.14626866986718,1.1974256301328197,16.24730729801954
54466,2023-02-25,117.08485,54.83873,177.94317,13.47711,0.127557,2.6922973,14.3,2.3488759333039,3.0357186666961,1.3321216333038999,16.77701979653657
54467,2023-02-25,227.21685,310.84712,279.71383,10.8502,0.1095715,2.5964713,13.5,2.31197204495205,2.88097055504795,1.2952177449520499,15.88162682158333
54468,2023-02-25,247.5121,323.10705,277.73975,12.64069,0.1465607,2.5530801,14.68,2.17889889338793,2.9272613066120696,1.16214459338793,16.697486222042507
54470,2023-02-25,321.82936,8.92178,277.62272,7.64816,0.2285331,2.7774675,14.76,2.1427242420757504,3.41221075792425,1.1259699420757503,16.672465401112255
54476,2023-02-25,32.26781,40.60306,312.22343,12.02037,0.2127921,3.0791631,13.39,2.42394151770849,3.73438468229151,1.4071872177084899,16.05437009472152
54480,2023-02-25,177.47743,200.06333,92.17108,8.8362,0.1892524,2.570818,14.81,2.0842845235368,3.0573514764632,1.0675302235367998,16.546685916148846
54481,2023-02-25,212.45114,200.14216,317.74493,12.64039,0.1104519,2.6613841,14.28,2.36742916952521,2.9553390304747897,1.3506748695252098,16.804139069223673
54482,2023-02-25,106.56368,300.14283,324.62877,8.05663,0.1743189,2.6568613,14.75,2.19372016073143,3.1200024392685703,1.1769658607314297,16.80972546163745
54483,2023-02-25,300.28075,273.69122,70.65741,4.1137,0.1497541,2.201609,15.58,1.8719090256531,2.5313089743468997,0.8551547256530998,16.601647191578174
54501,2023-02-25,185.35192,342.28667,4.22712,15.6655,0.1256453,2.5754599,13.52,2.25186546822653,2.8990543317734696,1.2351111682265299,15.741242449615452
54502,2023-02-25,110.11793,232.97726,70.25511,5.67364,0.1581423,2.3683161,15.55,1.99378514481897,2.74284705518103,0.97703084481897,16.997933152249242
54509,2023-02-25,233.20861,278.97665,278.20263,1.59925,0.2300283,1.0059267,22.66,0.7745350912743901,1.23731830872561,0.0,-inf
54513,2023-02-25,325.82373,287.46034,105.70081,15.92761,0.1346729,3.1640252,13.0,2.73791675064292,3.5901336493570803,1.72116245064292,16.366210508122435
54514,2023-02-25,224.50915,323.25119,125.03013,20.84385,0.2345883,3.9944985,12.98,3.05743588753245,4.93156111246755,2.04068158753245,16.955663024573038
54521,2023-02-25,60.80134,260.7567,341.84631,14.52531,0.1329636,3.1888841,13.22,2.7648785900812403,3.6128896099187604,1.7481242900812402,16.64124186446005
54523,2023-02-25,198.10744,168.77002,320.19115,8.88362,0.0772934,3.1839792,12.99,2.93787862210272,3.43007977789728,1.9211243221027199,16.747946596938334
54524,2023-02-25,101.98101,342.11522,338.77168,15.52892,0.1926674,2.6347392,14.26,2.12711084865792,3.1423675513420797,1.1103565486579199,16.126262904361084
54525,2023-02-25,173.44191,275.59504,345.49604,8.50598,0.203934,2.9973182,14.36,2.3860631102011998,3.6085732897988003,1.3693088102011997,16.93091664400366
54531,2023-02-25,164.45059,190.90968,87.85957,14.50702,0.1419009,2.6177868,14.13,2.24632049707188,2.9892531029281204,1.2295661970718799,16.33611817544191
54532,2023-02-25,45.86361,167.56363,260.35291,1.61362,0.2033333,2.3359959,15.89,1.8610101448665302,2.8109816551334696,0.84425584486653,16.871114082872953
54537,2023-02-25,74.25671,80.15972,156.13259,4.3045,0.1634789,2.4192549,15.15,2.0237577701283898,2.81475202987161,1.0070034701283896,16.695947481758264
54538,2023-02-25,59.2982,268.31646,341.91696,18.01987,0.1925819,3.1766223,13.29,2.56486234188363,3.78838225811637,1.54810804188363,16.284326639061113
54541,2023-02-25,15.53571,210.0524,24.6376,7.91211,0.1245075,2.4657328,14.72,2.158730573404,2.772735026596,1.141976273404,16.679277615506162
54543,2023-02-25,349.55957,19.67644,127.94698,14.3872,0.114829,2.5579448,14.11,2.2642185565608,2.8516710434392003,1.2474642565608,16.364732280257453
54544,2023-02-25,289.06839,79.59863,24.29616,10.97483,0.1831034,3.1410327,13.82,2.56589893311882,3.71616646688118,1.5491446331188197,16.81665756476206
54551,2023-02-25,182.99086,203.34838,321.21814,14.32592,0.1648629,3.1535296,13.66,2.63362956490816,3.67342963509184,1.6168752649081597,16.806156030644022
54553,2023-02-25,313.69863,318.70121,42.09374,9.89422,0.1847907,2.7683358,14.69,2.25677308968294,3.27989851031706,1.24001878968294,16.924580802538546
54554,2023-02-25,60.41452,146.03563,80.65096,10.85282,0.148284,2.7904434,14.01,2.3766652908744,3.2042215091256003,1.3599109908744,16.557392537570635
54556,2023-02-25,106.14152,291.86175,54.57689,11.01292,0.1066984,3.0318548,13.26,2.70836074380768,3.35534885619232,1.69160644380768,16.565029205705446
54560,2023-02-25,151.22464,178.22918,118.48405,8.36351,0.1603939,2.5981818,14.05,2.18144928818898,3.01491431181102,1.1646949881889799,16.07478664061185
54562,2023-02-25,200.00131,238.40049,5.34746,17.33041,0.2695418,3.0026587,13.32,2.19331666921634,3.81200073078366,1.1765623692163398,15.378581466091596
54563,2023-02-25,244.42422,250.85637,266.33039,11.81288,0.1872338,3.1219181,13.39,2.53738951084822,3.7064466891517798,1.5206352108482197,16.322060913711194
54571,2023-02-25,329.3218,253.48622,168.73437,17.77605,0.2552653,3.0996483,13.89,2.30841564680601,3.89088095319399,1.29166134680601,16.262313363980862
54583,2023-02-25,201.81038,76.37818,264.30626,5.90543,0.1477971,2.3100168,15.02,1.96860301600872,2.65143058399128,0.9518487160087199,16.38363037267557
54584,2023-02-25,149.80619,314.7795,32.00161,8.84622,0.1714659,2.3423227,14.92,1.94069423015407,2.7439511698459302,0.9239399301540698,16.1880042560079
54585,2023-02-25,129.70087,176.42457,71.23433,6.37315,0.211217,2.6615035,15.03,2.0993487152404997,3.2236582847595,1.0825944152404996,16.812751830189484
54589,2023-02-25,238.96072,217.77353,23.38479,3.15983,0.1743529,2.5647542,15.16,2.1175818674428197,3.0119265325571796,1.1008275674428196,16.997797531705405
54595,2023-02-25,289.11786,122.36935,109.51406,14.94995,0.2421738,2.8801689,14.03,2.18266745284518,3.5776703471548204,1.1659131528451798,16.058268870602515
54600,2023-02-25,74.32724,314.7262,83.70834,7.04805,0.1130021,2.36122,14.71,2.094397181438,2.628042818562,1.077642881438,16.477669546015356
54605,2023-02-25,221.06704,284.25744,305.44753,11.51796,0.2337868,2.6073915,14.34,1.9978177848678,3.2169652151322,0.9810634848677999,15.80126493279594
54607,2023-02-25,334.7605,311.19656,271.80722,9.33261,0.0899541,2.8906259,13.61,2.6306022487288097,3.1506495512711896,1.6138479487288095,16.749589007957475
54608,2023-02-25,127.82372,285.41795,348.25227,11.04587,0.1820487,3.074965,14.05,2.5151716192045,3.6347583807955,1.4984173192045,16.931002039965875
54610,2023-02-25,313.34231,171.20328,254.40933,8.88992,0.2042739,2.7219643,14.15,2.16593803677823,3.2779905632217696,1.1491837367782298,16.130177496975282
54615,2023-02-25,238.79784,235.70045,354.56488,8.21738,0.2050258,2.6006356,14.82,2.06743820560152,3.13383299439848,1.0506839056015198,16.504523087060637
54617,2023-02-25,235.02734,335.93801,273.52449,12.14792,0.2404209,2.5752215,14.2,1.9560844292706503,3.19435857072935,0.9393301292706502,15.521029243581445
54620,2023-02-25,63.08392,267.77169,359.7379,13.78113,0.2070515,3.1840662,13.52,2.5248005171907004,3.8433318828093,1.5080462171907003,16.42320861040519
54636,2023-02-25,57.06481,24.28245,213.53052,15.64615,0.2329118,2.7817001,14.77,2.13380932264882,3.4295908773511803,1.1170550226488198,16.656150869359628
54637,2023-02-25,326.15291,216.62477,234.29235,14.83989,0.1960916,3.144653,13.55,2.5280129617852,3.7612930382147995,1.5112586617851997,16.4605904969714
54641,2023-02-25,227.98044,223.88687,342.05979,5.05798,0.1605723,2.6181278,14.91,2.19772899746006,3.0385266025399402,1.18097469746006,16.981073656592713
54647,2023-02-25,53.54258,271.07774,353.74752,12.70244,0.2430583,3.2077803,14.17,2.4281026735085103,3.98745792649149,1.4113483735085102,16.84450637118485
54660,2023-02-25,157.8189,158.02145,223.70711,46.69149,0.2807153,1.4768143,17.93,1.06224993073121,1.89137866926879,0.04549563073120999,11.350982008576194
54661,2023-02-25,307.28328,285.326,268.29931,4.99109,0.19501,2.3393982,15.68,1.8831921570180001,2.795604242982,0.866437857018,16.74316028159828
54663,2023-02-25,188.72341,313.09872,276.51324,10.2806,0.2174629,3.0846499,14.19,2.41385298726129,3.7554468127387097,1.3970986872612898,16.82968950489411
54665,2023-02-25,240.6738,230.40122,75.68811,18.48092,0.2385595,2.9360715,13.51,2.23564375099575,3.6364992490042503,1.21888945099575,15.686834592393758
54666,2023-02-25,290.68758,96.4229,242.5945,4.4005,0.2131114,2.2456223,15.58,1.7670545877757797,2.72419001222422,0.7503002877757796,16.192425394717784
54669,2023-02-25,334.77376,145.45559,46.01139,3.1777,0.1781718,2.3339382,15.58,1.91809622981724,2.7497801701827598,0.9013419298172398,16.76879983157539
54671,2023-02-25,62.77165,9.19212,110.0452,10.69204,0.1830374,2.9937971,13.62,2.44582026268846,3.54177393731154,1.42906596268846,16.337384070083004
54673,2023-02-25,151.79264,155.75499,39.78986,6.65906,0.1941584,2.7997831,14.48,2.2561816929569596,3.3433845070430404,1.2394273929569595,16.71297580677962
54674,2023-02-25,320.16302,185.67117,263.42956,25.84602,0.1388996,3.1736942,13.29,2.7328693450976798,3.61451905490232,1.7161150450976796,16.645826339529176
54675,2023-02-25,276.72619,101.67349,334.61791,8.47472,0.1809176,2.7928035,13.95,2.2875361935084,3.2980708064916,1.2707818935084,16.26719496229446
54676,2023-02-25,113.18709,330.39731,119.89691,11.70233,0.2095986,2.605277,14.96,2.0592145881878,3.1513394118122005,1.0424602881878,16.618805630364253
54683,2023-02-25,118.14138,15.7099,104.73981,24.12038,0.0692766,1.9369614,15.69,1.8027752998767599,2.07114750012324,0.7860209998767598,16.446878741015034
54684,2023-02-25,149.51683,339.19103,108.40936,25.11252,0.040288,1.933931,15.9,1.856016787872,2.011845212128,0.8392624878719999,16.862398561139795
54685,2023-02-25,91.72965,1.26103,69.5778,14.26224,0.1338045,2.652347,14.29,2.2974510358385,3.0072429641615,1.2806967358384997,16.63346283463646
54686,2023-02-25,157.66121,265.89186,161.69995,33.20708,0.3417292,1.776796,16.63,1.1696129243567999,2.3839790756432,0.15285862435679975,12.891660527500639
54687,2023-02-25,230.93181,41.98894,157.66263,24.24935,0.1404009,2.449419,14.13,2.1055183679229,2.7933196320770994,1.0887640679229,15.93146407001022
54688,2023-02-25,114.65215,319.12676,329.50813,4.85647,0.2173083,2.2292044,15.86,1.74477978148348,2.71362901851652,0.7280254814834799,16.379436001160542
54690,2023-02-25,230.80483,99.58542,33.51603,35.36262,0.2564758,1.6295926,17.52,1.21164153424092,2.04754366575908,0.1948872342409198,14.385787722779332
54692,2023-02-25,11.6845,235.11933,35.72089,3.65274,0.2229564,2.3183285,16.09,1.8014423236226,2.8352146763773995,0.7846880236225999,16.841586930847562
54693,2023-02-25,262.80165,336.34824,3.054,3.6041,0.1767084,2.3522331,15.73,1.93657375247196,2.7678924475280398,0.9198194524719598,16.983683155818888
54695,2023-02-25,229.94427,271.82085,25.91935,5.37137,0.1943938,2.18091,15.27,1.756954617642,2.604865382358,0.7402003176419998,15.840549054435481
54696,2023-02-25,170.31549,149.00659,137.40239,5.98073,0.1928743,2.2069313,15.92,1.78127097036441,2.6325916296355896,0.76451667036441,16.590584749437884
54697,2023-02-25,277.5566,129.37563,168.44583,13.0934,0.3311645,2.3834407,15.08,1.59412975230485,3.17275164769515,0.57737545230485,14.89990991428457
54698,2023-02-25,259.08879,252.72804,39.34342,6.56382,0.2836746,2.3974536,16.43,1.71735690900144,3.0775502909985595,0.7006026090014399,16.831661559430305
54700,2023-02-25,337.86501,160.65072,131.57913,9.05429,0.1924509,2.3402452,15.87,1.88986290503932,2.79062749496068,0.87310860503932,16.957492845467236
54702,2023-02-25,172.80899,161.82626,161.79186,1.26292,0.1910514,2.1843827,16.1,1.7670533270292201,2.60171207297078,0.75029902702922,16.712420196651973
54704,2023-02-25,218.13988,217.65844,113.89716,16.49802,0.1551884,2.7111187,14.36,2.2903845267369203,3.1318528732630804,1.2736302267369202,16.684758792767457
54705,2023-02-25,49.83255,229.28653,85.11958,6.99944,0.2007561,2.2823229,15.48,1.8241326556553101,2.74051314434469,0.80737835565531,16.320667603734318
54707,2023-02-25,295.054,79.38022,235.74918,20.83783,0.1992029,2.3724809,14.66,1.89987582452539,2.8450859754746096,0.8831215245253898,15.783728432706832
54708,2023-02-25,138.73974,255.78135,145.78601,23.74398,0.1154042,1.9759709,15.69,1.74793555906222,2.20400624093778,0.73118125906222,16.222752344786752
54709,2023-02-25,156.39025,281.32462,42.71503,3.0786,0.1647317,2.2110466,15.72,1.84681713480278,2.5752760651972197,0.8300628348027799,16.647674322517755
54712,2023-02-25,292.44802,46.10212,233.86519,4.66667,0.1704302,2.3916385,15.56,1.9840310721173,2.7992459278827,0.9672767721172999,16.975496141444392
54713,2023-02-25,217.88319,205.41016,65.75484,9.56116,0.1966662,2.4570235,15.39,1.9738100249443,2.9402369750557003,0.9570557249442999,16.77121287947809
54715,2023-02-25,108.9297,141.16219,213.99967,5.90489,0.1625667,2.2093938,16.02,1.85021994093354,2.56856765906646,0.8334656409335399,16.960555291651428
54716,2023-02-25,70.7754,175.99986,81.66541,15.04495,0.1277478,2.5622189,14.52,2.23490107240658,2.8895367275934203,1.21814677240658,16.69478961375315
54717,2023-02-25,23.19172,185.8851,134.31127,12.4471,0.2332805,2.5835529,15.31,1.98086038771155,3.18624541228845,0.9641060877115499,16.714893462146318
54718,2023-02-25,329.02212,239.18022,112.81859,13.38299,0.3402903,2.3215935,15.4,1.5315777514069502,3.1116092485930498,0.5148234514069501,14.883986853569871
54719,2023-02-25,350.62126,143.99215,228.96842,2.7987,0.1520085,2.275271,15.72,1.9294104681965,2.6211315318035,0.9126561681965,16.94865911914425
54721,2023-02-25,144.33343,235.53826,76.48353,3.80415,0.1720022,2.2245737,15.99,1.8419421295378602,2.6072052704621402,0.8251878295378601,16.89914397698209
54722,2023-02-25,290.63864,115.42861,177.09404,3.00016,0.1717097,2.4008362,15.45,1.9885893363488603,2.81308306365114,0.9718350363488601,16.880688291493367
54723,2023-02-25,32.37353,156.77485,168.8772,13.39344,0.2693154,2.5811185,14.57,1.8859835387251,3.2762534612749,0.8692292387250999,15.643361121445883
54725,2023-02-25,97.23568,80.74719,240.05618,7.42979,0.185756,2.2476798,16.03,1.8301597910711997,2.6651998089288,0.8134054910711996,16.893980547362034
54726,2023-02-25,157.88027,248.9908,98.83506,4.27686,0.2649862,2.4556961,15.43,1.8049705221061798,3.1064216778938203,0.7882162221061797,16.195577411782907
54728,2023-02-25,6.73283,143.6304,205.25001,4.43386,0.34927,2.5983672,14.78,1.6908354880560001,3.505898911944,0.674081188056,15.064067808252931
54729,2023-02-25,69.22271,220.06358,126.87366,6.83804,0.2300163,2.5535034,14.78,1.96615599589458,3.1408508041054195,0.9494016958945799,16.135339875893738
54730,2023-02-25,78.55108,37.62714,255.64248,15.30357,0.1878702,2.5800764,14.26,2.09535693071672,3.0647958692832793,1.0786026307167198,16.03059744052224
54732,2023-02-25,130.42502,323.64757,353.00375,5.47698,0.2426965,2.2249688,15.8,1.6849766596308,2.7649609403692,0.6682223596307999,16.057574465068186
54737,2023-02-25,349.96068,276.81003,58.11339,13.16682,0.1713446,2.610059,14.79,2.1628394846686,3.0572785153314004,1.1460851846685998,16.761205939568384
54738,2023-02-25,142.15605,185.39321,69.97946,3.84317,0.1967605,2.2599957,15.94,1.8153178160701502,2.70467358392985,0.7985635160701501,16.7463106734532
54739,2023-02-25,179.83141,194.10873,85.98452,4.07958,0.1974854,2.2238111,16.06,1.7846408753920597,2.6629813246079395,0.7678865753920596,16.744239554619035
54740,2023-02-25,60.22739,159.66229,72.25159,24.81666,0.1074113,2.3206934,15.05,2.07142470500458,2.5699620949954203,1.0546704050045799,16.7469295553873
54744,2023-02-25,166.11708,102.20468,192.42323,5.08769,0.2974589,2.8522871,14.73,2.0038489167498095,3.7007252832501902,0.9870946167498094,16.211118787830447
54745,2023-02-25,25.92522,220.78211,126.80901,5.61147,0.2743591,2.5727854,15.44,1.8669183131628597,3.27865248683714,0.8501640131628596,16.443140167471075
54748,2023-02-25,105.31634,86.24744,204.82314,12.29763,0.1553746,2.5368332,15.07,2.14267375628328,2.9309926437167197,1.1259194562832797,16.982316871567996
